id,host_id,host_response_rate,host_is_superhost,accommodates,guests_included,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,description_score,neighbourhood_Ballard,neighbourhood_Beacon_Hill,neighbourhood_Capitol_Hill,neighbourhood_Cascade,neighbourhood_Central_Area,neighbourhood_Delridge,neighbourhood_Downtown,neighbourhood_Interbay,neighbourhood_Lake_City,neighbourhood_Magnolia,neighbourhood_Northgate,neighbourhood_Other_neighborhoods,neighbourhood_Queen_Anne,neighbourhood_Rainier_Valley,neighbourhood_Seward_Park,neighbourhood_University_District,neighbourhood_West_Seattle,property_type_Apartment,property_type_Bed_Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Townhouse,room_type_Entire_home_apt,room_type_Private_room,room_type_Shared_room
7207641,6544973,50.0,0.0,8,6,3.0,3.0,3.0,348.0,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9789160490000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5062445,21072725,31.0,0.0,1,1,1.0,1.0,1.0,45.0,7,97.0,9.0,8.0,10.0,10.0,10.0,10.0,0.9549587970000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8925878,40335071,100.0,0.0,4,2,1.0,1.0,2.0,150.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9938610790000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6389657,2052160,100.0,1.0,2,1,1.0,0.0,1.0,80.0,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.87651515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4218733,21896205,100.0,0.0,4,2,1.0,1.0,2.0,110.0,71,90.0,10.0,8.0,10.0,10.0,10.0,9.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2715623,8242272,100.0,0.0,3,2,1.0,1.0,2.0,148.0,9,91.0,9.0,10.0,9.0,9.0,10.0,10.0,0.991773605,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1392332,2315558,94.88679817905918,0.0,4,4,1.5,2.0,2.0,350.0,41,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.969149053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7308567,17597607,100.0,1.0,3,1,1.5,1.0,2.0,150.0,18,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6575380,34392395,50.0,0.0,5,1,1.0,1.0,1.0,150.0,9,100.0,10.0,10.0,9.0,9.0,10.0,10.0,0.981866241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6004058,9031463,50.0,0.0,2,1,1.0,0.0,1.0,100.0,20,92.0,9.0,9.0,9.0,9.0,9.0,9.0,0.9574875829999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5383192,27606550,94.88679817905918,0.0,4,2,1.0,1.0,2.0,160.0,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,0.9823979740000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1112092,5856339,100.0,0.0,4,2,1.0,1.0,3.0,130.0,26,95.0,10.0,10.0,9.0,10.0,10.0,9.0,0.9687546490000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7772661,40885963,100.0,0.0,2,2,1.0,0.0,1.0,99.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9912395479999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9254900,27128936,100.0,0.0,2,1,1.0,0.0,1.0,100.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9776101709999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7714294,3521823,94.88679817905918,0.0,3,2,1.0,1.0,1.0,137.0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9961720709999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10310373,53050379,94.88679817905918,0.0,3,1,1.0,1.0,1.0,20.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
9368342,1039322,100.0,0.0,2,2,1.5,1.0,1.0,150.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.968625665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
6361863,25150356,100.0,0.0,2,2,1.0,1.0,1.0,145.0,44,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.884222865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
8105221,15155647,70.0,0.0,2,1,1.0,1.0,1.0,80.0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9969430570000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3269390,12171359,100.0,1.0,2,1,1.0,0.0,1.0,95.0,77,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4566393,23669617,94.88679817905918,0.0,4,4,2.5,3.0,3.0,400.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.909272671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9282409,560743,100.0,0.0,2,1,2.0,1.0,1.0,85.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.905914068,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8095168,3521823,94.88679817905918,0.0,2,1,1.0,1.0,1.0,70.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.971675515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2746782,4016632,100.0,1.0,2,1,1.0,0.0,1.0,90.0,109,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.97543627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6424982,33524725,100.0,0.0,2,2,1.0,1.0,1.0,80.0,52,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0.9901326890000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8988281,46954097,67.0,0.0,4,4,1.0,2.0,2.0,175.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7077910,2843411,100.0,0.0,6,6,2.5,3.0,4.0,170.0,9,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0.971635461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3772674,18232665,100.0,0.0,2,2,1.0,1.0,1.0,85.0,65,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9663197990000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7021906,28770702,100.0,1.0,12,1,3.5,5.0,7.0,465.0,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.96985054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7618605,5326074,100.0,0.0,2,1,1.0,1.0,1.0,175.0,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.98721981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10234558,31887689,100.0,0.0,2,0,1.0,1.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.818357825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7021702,36805437,94.88679817905918,0.0,2,1,1.0,1.0,1.0,60.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9117065670000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7680439,1612983,100.0,0.0,2,1,1.0,1.0,1.0,59.0,16,93.0,9.0,10.0,10.0,10.0,10.0,10.0,0.9328721759999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4258515,841009,90.0,0.0,4,2,1.0,1.0,4.0,47.0,23,77.0,8.0,8.0,9.0,9.0,9.0,8.0,0.998725712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1148517,6296335,100.0,0.0,4,4,1.0,2.0,2.0,145.0,45,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0.98743695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2487892,1343908,100.0,0.0,2,1,1.0,1.0,1.0,70.0,75,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.961701274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3038772,15473800,100.0,0.0,2,1,1.0,1.0,1.0,55.0,86,94.0,9.0,10.0,10.0,10.0,10.0,10.0,0.964331686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
699460,3587674,100.0,1.0,4,2,1.0,1.0,2.0,95.0,151,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.901290059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4085439,21066328,100.0,0.0,2,1,1.0,1.0,1.0,125.0,6,92.0,10.0,10.0,10.0,10.0,10.0,8.0,0.992901444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8053990,23228606,100.0,0.0,2,1,1.0,1.0,1.0,65.0,16,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.849190533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7011773,23228606,100.0,0.0,1,1,1.0,1.0,1.0,25.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2467550,811494,100.0,0.0,4,2,1.0,0.0,2.0,40.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8301265840000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2686374,2231298,100.0,0.0,6,4,1.0,3.0,4.0,149.0,165,95.0,9.0,10.0,10.0,10.0,10.0,9.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1956274,7466082,100.0,1.0,2,0,1.5,1.0,1.0,125.0,48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9226369259999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8537192,43954674,67.0,0.0,2,1,0.5,1.0,1.0,55.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.956822753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5919096,53050,100.0,1.0,4,1,1.0,1.0,3.0,129.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.958305657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6516529,3781927,94.88679817905918,0.0,2,1,1.0,1.0,1.0,100.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9950348729999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3294243,4970133,100.0,1.0,4,1,2.0,2.0,2.0,150.0,27,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.989191294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10210971,24709547,94.88679817905918,0.0,1,1,1.0,1.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.90625596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3584790,2882219,100.0,0.0,6,4,1.0,2.0,3.0,99.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.987736464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1266459,2317654,100.0,0.0,2,2,1.5,1.0,1.0,150.0,9,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9939990040000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
408526,2034501,100.0,0.0,7,4,4.0,3.0,3.0,218.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4118282,19071753,100.0,0.0,5,1,1.5,2.0,2.0,80.0,88,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.991095603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6813483,35674639,67.0,0.0,2,2,1.0,1.0,1.0,126.0,10,98.0,9.0,10.0,10.0,10.0,10.0,9.0,0.8837519290000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6590264,24500821,100.0,0.0,4,2,1.0,1.0,2.0,115.0,5,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.977135539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2650482,205007,100.0,0.0,4,1,2.0,2.0,2.0,225.0,10,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9503837820000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4395578,430709,88.0,0.0,8,1,2.5,3.0,5.0,225.0,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.973162293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4995903,13535511,94.88679817905918,0.0,1,1,1.0,0.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.979604006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5549211,28770702,100.0,1.0,4,1,1.0,1.0,2.0,134.0,40,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.985792398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8240758,15785670,94.88679817905918,0.0,2,1,1.0,1.0,1.0,75.0,2,80.0,9.0,10.0,10.0,10.0,10.0,9.0,0.96331656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6856295,34872403,90.0,0.0,2,2,1.0,1.0,1.0,65.0,46,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9704554679999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6881188,33225983,100.0,0.0,6,1,2.5,3.0,4.0,375.0,23,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.894037008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1579615,8403307,100.0,1.0,3,2,1.0,1.0,2.0,97.0,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8893671040000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3766866,19296907,100.0,1.0,2,2,1.0,1.0,1.0,145.0,14,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.994721711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2406966,53050,100.0,1.0,5,1,1.0,2.0,4.0,129.0,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9203004840000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4872699,25066447,50.0,0.0,6,1,1.5,3.0,4.0,197.0,1,100.0,8.0,10.0,10.0,10.0,10.0,8.0,0.8796330090000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5470629,28375755,100.0,1.0,2,2,1.0,1.0,1.0,120.0,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9962425229999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2950213,15060417,100.0,1.0,4,4,1.0,1.0,1.0,200.0,35,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.8739322420000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9015088,29133654,100.0,0.0,5,4,2.0,2.0,2.0,135.0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.945931137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3979496,4807375,100.0,1.0,2,2,1.0,1.0,1.0,70.0,31,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.934298635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
